2020 01 01 00    72   -28 10090   250    51 -9999 -9999 -9999
2020 01 01 01    67   -28 10096   250    36     0     0 -9999
2020 01 01 02    56   -28 10100   250    46     4     0 -9999
2020 01 01 03    56   -28 10095   300    46     2     0 -9999
2020 01 01 04    67   -33 10092   300    51     4     0 -9999
2020 01 01 05    61   -33 10091   300    72     0     0 -9999
2020 01 01 06    61   -33 10095   290    57     6     0 -9999
2020 01 01 07    61   -28 10094   290    41 -9999     0 -9999
2020 01 01 08    61   -28 10102   300    51 -9999     0 -9999
2020 01 01 09    61   -22 10099   300    62 -9999     0 -9999
2020 01 01 10    61   -22 10100   280    21 -9999     0 -9999
2020 01 01 11    61   -22 10101   300    82 -9999     0 -9999
2020 01 01 12    61   -22 10109   300    88     6     0 -9999
2020 01 01 13    61   -22 10117   300    88 -9999     0 -9999
2020 01 01 14    61   -28 10124   300   108 -9999     0 -9999
2020 01 01 15    61   -28 10136   310    93 -9999     0 -9999
2020 01 01 16    72   -28 10137   300    57 -9999     0 -9999
2020 01 01 17    78   -28 10131   290    62 -9999     0 -9999
2020 01 01 18    78   -28 10128   300    67     6     0 -9999
2020 01 01 19    89   -28 10124   290    46 -9999     0 -9999
2020 01 01 20    94   -28 10127   300    46     2     0 -9999
2020 01 01 21    94   -22 10135   280    36     2     0 -9999
2020 01 01 22    72   -22 10141   280    26     0     0 -9999
2020 01 01 23    72   -28 10148     0     0     0     0 -9999
2020 01 02 00    61   -28 10154   280    21     0     0 -9999
2020 01 02 01    44   -22 10154     0     0     0     0 -9999
2020 01 02 02    33   -28 10158     0     0     0     0 -9999
2020 01 02 03    28   -22 10161   270    31     0     0 -9999
2020 01 02 04    44   -28 10160   260    21     0     0 -9999
2020 01 02 05    39   -28 10159   340    26     0     0 -9999
2020 01 02 06    44   -33 10152   310    15     0     0 -9999
2020 01 02 07    44   -33 10158   250    31     0     0 -9999
2020 01 02 08    39   -33 10158   340    31 -9999     0 -9999
2020 01 02 09    28   -33 10159     0     0 -9999     0 -9999
2020 01 02 10    17   -33 10162   290    26     4     0 -9999
2020 01 02 11    11   -33 10160   290    26     4     0 -9999
2020 01 02 12    28   -39 10164     0     0     4     0 -9999
2020 01 02 13    39   -39 10163   280    26     4     0 -9999
2020 01 02 14    67   -33 10166   280    15     2     0 -9999
