2023 01 01 00   111   106 10129    50    15     9 -9999    30
2023 01 01 01    94    83 10138     0     0     9     0 -9999
2023 01 01 02    83    78 10148     0     0 -9999     0 -9999
2023 01 01 03   111   100 10143   260    26 -9999     0 -9999
2023 01 01 04   100    83 10147   230    21     0     0 -9999
2023 01 01 05   100    83 10148   200    21     0     0 -9999
2023 01 01 06   117    89 10148     0     0     6     0 -9999
2023 01 01 07   117    89 10146   280    36     4     0 -9999
2023 01 01 08   122    89 10158   290    36 -9999     0 -9999
2023 01 01 09   106    78 10156   260    26     0     0 -9999
2023 01 01 10   106    78 10156   290    26     0     0 -9999
2023 01 01 11   100    72 10159     0     0     0     0 -9999
2023 01 01 12   100    67 10171   310    21     6     0 -9999
2023 01 01 13    94    67 10181   310    26     4     0 -9999
2023 01 01 14   122    78 10185   280    31     2     0 -9999
2023 01 01 15   139    83 10188   270    62     4     0 -9999
2023 01 01 16   156    83 10188   270    62     4     0 -9999
2023 01 01 17   172    78 10181   250    46     2     0 -9999
2023 01 01 18   189    72 10172   230    36     2     0 -9999
2023 01 01 19   194    67 10168   240    31     2     0 -9999
2023 01 01 20   183    61 10166     0     0 -9999     0 -9999
2023 01 01 21   183    61 10173     0     0 -9999     0 -9999
2023 01 01 22   167    72 10178   270    26 -9999     0 -9999
2023 01 01 23   156    67 10185     0     0     2     0 -9999
2023 01 02 00   139    72 10194   210    15     6     0 -9999
2023 01 02 01   139    72 10199     0     0 -9999     0 -9999
2023 01 02 02   122    72 10201     0     0 -9999     0 -9999
2023 01 02 03   106    67 10205   230    15     0     0 -9999
2023 01 02 04   100    67 10204   280    15     0     0 -9999
2023 01 02 05    89    67 10208     0     0     0     0 -9999
2023 01 02 06    94    67 10201   250    21     0     0 -9999
2023 01 02 07    83    61 10202     0     0     0     0 -9999
2023 01 02 08    83    61 10211   280    31     0     0 -9999
2023 01 02 09    89    67 10211   280    21     0     0 -9999
2023 01 02 10    83    61 10211   310    31     0     0 -9999
2023 01 02 11    83    67 10217   330    15     0     0 -9999
2023 01 02 12    72    56 10224     0     0     0     0 -9999
2023 01 02 13    61    50 10225     0     0     0     0 -9999
2023 01 02 14    89    67 10224   270    31     0     0 -9999
2023 01 02 15   106    67 10230   290    15     0     0 -9999
2023 01 02 16   128    83 10234 -9999    31 -9999     0 -9999
2023 01 02 17   150    83 10226   250    46     2     0 -9999
2023 01 02 18   183    94 10213   240    36     0     0 -9999
2023 01 02 19   194    94 10205   230    21     2     0 -9999
2023 01 02 20   200    94 10199   230    21     2     0 -9999
2023 01 02 21   206    94 10199   260    15 -9999     0 -9999
2023 01 02 22   178    94 10200   140    31     4     0 -9999
2023 01 02 23   167    94 10202   300    15 -9999     0 -9999
2023 01 03 00   167    94 10204     0     0     8     0 -9999
2023 01 03 01   161    94 10206     0     0 -9999     0 -9999
2023 01 03 02   150    94 10205   140    15 -9999     0 -9999
2023 01 03 03   139    89 10202   150    26     2     0 -9999
2023 01 03 04   133    89 10206   170    15     0     0 -9999
2023 01 03 05   117    83 10199     0     0     0     0 -9999
2023 01 03 06   111    83 10198     0     0     4     0 -9999
2023 01 03 07   100    83 10195     0     0     0     0 -9999
2023 01 03 08    94    78 10191   110    15     0     0 -9999
2023 01 03 09    89    78 10186   320    15     0     0 -9999
2023 01 03 10    94    78 10181     0     0     0     0 -9999
2023 01 03 11    89    72 10180     0     0     0     0 -9999
2023 01 03 12    89    78 10180     0     0     2     0 -9999
2023 01 03 13    89    72 10179     0     0     2     0 -9999
2023 01 03 14   100    89 10178     0     0 -9999    -1 -9999
2023 01 03 15   122   100 10182     0     0 -9999    -1 -9999
2023 01 03 16   156   122 10177   110    21 -9999     0 -9999
2023 01 03 17   172   128 10161   120    31 -9999     0 -9999
2023 01 03 18   222   128 10145   230    41     2     0     0
2023 01 03 19   222   128 10133   210    62 -9999     0 -9999
