year_eastern,hours,mean_lmp,median_lmp,p95_lmp,max_lmp,mean_load_mw,max_load_mw,mean_temp_c,max_temp_c,mean_cdd,max_cdd,high_price_hours
2018,2208,32.99279263768116,29.372569499999997,57.935347100000016,157.744691,12694.369703351449,19244.089,25.096020531400963,34.15,6.888709239130434,15.85,6
2019,2208,25.734697332427537,23.4495005,43.193105100000025,71.545787,12942.186104619565,19607.429,25.30551479468599,36.4,7.10870018115942,18.1,0
2020,2208,23.126032832880433,20.486469,42.96004785000001,114.999938,13245.730811594203,20086.521,25.794503321256038,36.75,7.575783514492753,18.45,0
2021,2208,39.35297990036232,34.084004,74.63841800000003,161.661234,13880.554208333335,20408.686,25.495246074879226,34.916666666666664,7.283555253623188,16.616666666666667,12
2022,2208,102.93212413496376,90.191329,204.7148362,352.501303,14369.73391304348,21156.275,25.201823671497582,35.4,6.975618961352656,17.099999999999998,601
2023,2208,34.5227287665308,30.2853275,63.85348390000001,309.158171,14650.75940353261,21992.879,24.859569746376813,35.76666666666667,6.729263285024154,17.46666666666667,13
2024,2208,39.29749055887682,30.902292,90.69149890000007,312.032074,15844.966328351447,23127.176,25.83996527777778,37.11666666666667,7.654676932367149,18.816666666666663,62
2025,2089,62.300646820009575,40.724311,154.9229161999999,678.089345,16902.720548587844,23825.654,25.00612015318334,35.583333333333336,6.84044040210627,17.283333333333335,184
