model,n,mae,mse,rmse,r2,bias,split,horizon
seasonal_naive_168h,365,3.0024851681506846,17.090332755114737,4.134045567614699,-0.017826884908232588,-0.13514631883561648,cv_2020,22
seasonal_naive_168h,365,2.6134268226027397,12.51110956623995,3.537104686921204,0.03296750394979431,-0.12079528835616435,cv_2020,23
seasonal_naive_168h,365,2.7521862688356165,12.912373698849288,3.5933791476616115,-0.05543680954160113,-0.11783862500000003,cv_2020,24
seasonal_naive_168h,364,7.148564134615384,143.9554635850551,11.99814417253998,0.1471858146171241,-0.06218881593406593,cv_2021,1
seasonal_naive_168h,364,6.816983787202382,136.72500283332465,11.692946713011423,0.11391677023574642,-0.05020685313644689,cv_2021,2
seasonal_naive_168h,364,6.5634605249542135,129.51356858133835,11.380402830363183,0.13852290211876817,-0.036770338141025656,cv_2021,3
seasonal_naive_168h,364,6.8337610182005495,141.53153033177247,11.896702498245993,0.12698126372324103,-0.030203172046703336,cv_2021,4
seasonal_naive_168h,364,7.86639393452381,183.82376394665022,13.558162262882467,0.14733651358283295,-0.02547418727106239,cv_2021,5
seasonal_naive_168h,364,10.631094276671247,339.5790580844216,18.427670989151657,0.14599047215331595,-0.026176908539377368,cv_2021,6
seasonal_naive_168h,364,13.762527019917583,604.4047077237503,24.58464373798714,0.14747835920355545,-0.00795729464285715,cv_2021,7
seasonal_naive_168h,364,14.217952257669415,626.1906244980164,25.02380116005593,0.12651211459905776,-0.01101857635073266,cv_2021,8
seasonal_naive_168h,364,11.155613871794872,388.4039475706933,19.707966601623145,0.0703183203345431,-0.03109799816849797,cv_2021,9
seasonal_naive_168h,364,10.601081560096153,355.8824358297827,18.864846562582553,0.004098408733925196,-0.07345924690934061,cv_2021,10
seasonal_naive_168h,364,11.016049374771063,361.7950166303063,19.02090998428588,-0.061364916345915566,-0.10747407806776557,cv_2021,11
seasonal_naive_168h,364,11.299321387248169,375.2985926484288,19.37262482598651,-0.08364376779745997,-0.13203619494047616,cv_2021,12
seasonal_naive_168h,364,12.493392767857143,416.5671409672015,20.409976505797392,-0.05239884321186694,-0.14021239972527474,cv_2021,13
seasonal_naive_168h,364,15.096568027586997,625.3775716974612,25.007550293810493,-0.12721003092609307,-0.1311538957188644,cv_2021,14
seasonal_naive_168h,364,17.810203235119047,860.4520175879302,29.33346242072235,-0.09672234107424105,-0.12419209226190496,cv_2021,15
seasonal_naive_168h,364,21.4798617448489,1753.9000484685625,41.87958987942172,-0.38334589823243714,-0.12288050858516507,cv_2021,16
seasonal_naive_168h,364,21.695419010073262,1893.889430764787,43.51883995196548,-0.4068487481741321,-0.12537997710622745,cv_2021,17
seasonal_naive_168h,364,17.60870972859432,762.0537666696623,27.605321346973344,0.009066954103623792,-0.07156384947344309,cv_2021,18
seasonal_naive_168h,364,13.566392383928573,464.5417680876276,21.553231035917275,0.09875820100917354,-0.07920374656593399,cv_2021,19
seasonal_naive_168h,364,12.031109275526555,402.889040121354,20.072096056997985,-0.008095225926559868,-0.07837450080128198,cv_2021,20
seasonal_naive_168h,364,10.485276425366301,319.6099935716814,17.877639485448896,0.0046811923179532755,-0.06744560119047607,cv_2021,21
seasonal_naive_168h,364,8.981313234546702,236.3872471269138,15.374890150076318,0.08278025966237323,-0.0674842400412088,cv_2021,22
seasonal_naive_168h,364,7.698270911858975,162.8769740545711,12.762326357469906,0.13909762911273527,-0.05452127999084247,cv_2021,23
seasonal_naive_168h,364,7.477792597413004,146.28625701651197,12.094885572691954,0.14867560711282002,-0.03800585565476189,cv_2021,24
seasonal_naive_168h,364,15.300208648351648,962.7544742077228,31.028285067140317,0.03906633860630082,-3.3642714945054943,cv_2022,1
seasonal_naive_168h,364,14.531300923878208,901.1154560739661,30.018585177752236,0.028119885778219333,-3.2723182920100733,cv_2022,2
seasonal_naive_168h,364,14.254795119734434,876.9685160353039,29.613654216177103,0.01718685942297682,-3.1802554439102564,cv_2022,3
seasonal_naive_168h,364,15.035618900755495,1042.2425256500917,32.28378115478563,0.003279050274572315,-3.454418966689561,cv_2022,4
seasonal_naive_168h,364,17.208322121336995,1170.4158335140648,34.211340714945166,-0.026795680235024655,-3.613183330128205,cv_2022,5
seasonal_naive_168h,364,21.023027429830588,1499.2817020233322,38.72055916465221,-0.05309094673747583,-3.80801081444597,cv_2022,6
seasonal_naive_168h,364,26.84820811195055,2639.1868075032917,51.37301633643183,-0.17821619365835173,-4.380178919642858,cv_2022,7
seasonal_naive_168h,364,27.573294697916666,2565.8552381223067,50.654271667079634,-0.032497588369978514,-5.020781637477105,cv_2022,8
seasonal_naive_168h,364,23.19218233333333,1564.073783045116,39.54837269781294,-0.00854974892894833,-4.116308602564103,cv_2022,9
seasonal_naive_168h,364,22.80857748523352,1427.2788114444595,37.77934371378703,0.021597678933676923,-3.5290528588598904,cv_2022,10
seasonal_naive_168h,364,26.779193505265567,1601.220978540561,40.01525932117098,0.03171926041952122,-2.8385353788919416,cv_2022,11
seasonal_naive_168h,364,29.687266264308615,2044.4090000899985,45.215141270264745,0.020555077451522297,-2.553310028044871,cv_2022,12
seasonal_naive_168h,364,33.62829184752747,2814.3994346624654,53.05091360817894,0.048669284073617036,-2.3638673310439557,cv_2022,13
