year_eastern,hour_eastern,mean_lmp,p95_lmp,mean_load_mw,mean_temp_c,mean_cdd
2023,1,21.128835152626813,27.416645250000002,12304.713086956523,22.358804347826084,4.292862318840579
2023,2,18.65230119655797,24.6003797,11891.498173913044,21.91159420289855,3.9391304347826077
2023,3,17.085736740489132,22.1683998,11652.34802173913,21.476449275362317,3.5853260869565213
2023,4,17.068406882246375,21.793338116666668,11609.976304347827,21.128442028985507,3.3282608695652165
2023,5,19.07422005661232,25.352457850000004,11846.476684782609,20.815217391304348,3.1034420289855063
2023,6,21.55547237228261,28.976045400000004,12243.550478260871,20.57463768115942,2.965217391304347
2023,7,22.06433312273551,29.1195245,12742.194923913043,20.916847826086954,3.1684782608695645
2023,8,24.15198167753623,31.52036,13356.908163043478,22.257789855072463,4.147463768115942
2023,9,27.40541155842391,36.254022500000005,14048.24377173913,23.86014492753623,5.614673913043478
2023,10,30.287273145833332,37.540206950000005,14771.551586956522,25.32771739130435,7.057065217391303
2023,11,34.83746618976449,45.026933500000005,15479.242826086958,26.57264492753623,8.293115942028985
2023,12,39.171209635869566,51.783553250000004,16107.678043478261,27.60753623188406,9.323115942028984
2023,13,43.14421596240942,56.593951749999995,16638.70372826087,28.30960144927536,10.022101449275363
2023,14,47.220992136775365,64.7384337,17021.206695652174,28.82409420289855,10.528985507246377
2023,15,53.917721974184786,75.5558494,17304.04818478261,29.12826086956522,10.83695652173913
2023,16,61.20415601811594,88.7575614,17510.851336956523,29.219021739130437,10.928623188405796
2023,17,63.890751181612316,93.11714190000001,17565.20543478261,28.84644927536232,10.553876811594202
2023,18,57.78189120380434,80.720352,17325.717532608694,28.294746376811595,10.008152173913043
2023,19,49.19401647599638,62.4473751,16853.814097826085,27.52518115942029,9.242572463768115
2023,20,41.82581959601449,51.26463175,16332.829336956524,26.302246376811595,8.023985507246376
2023,21,37.43017699864131,45.573917099999996,15676.669347826088,24.955253623188405,6.694927536231884
2023,22,30.9513940317029,37.48495485,14715.45102173913,24.109420289855073,5.870108695652173
2023,23,26.536588651721015,32.74163345,13720.013869565219,23.469927536231882,5.2623188405797094
2024,0,24.921634130434782,34.716150400000004,14060.490945652173,23.74126811594203,5.557572463768116
2024,1,21.277020271739133,30.923159250000005,13411.370293478261,23.21492753623188,5.085579710144927
2024,2,18.003003554347828,23.9573073,12959.439467391305,22.74141304347826,4.674021739130434
2024,3,16.451869923913044,21.16039135,12689.487108695652,22.309565217391306,4.321521739130434
2024,4,16.458648500000002,21.064838950000002,12635.239315217392,21.960724637681157,4.024492753623187
2024,5,18.851124760869567,27.66511955,12829.24170652174,21.674130434782608,3.795144927536231
2024,6,21.768473630434784,33.44589805,13199.941141304347,21.390181159420287,3.5822101449275356
2024,7,22.852677673913046,34.524676150000005,13711.288467391305,21.80891304347826,3.899855072463768
2024,8,24.436187554347825,36.20612235,14355.370467391305,23.18072463768116,5.018949275362318
2024,9,28.45448682608696,43.6791629,15077.934467391304,24.74376811594203,6.481992753623188
2024,10,31.94845315217391,50.588580950000015,15856.804369565218,26.22909420289855,7.935072463768115
2024,11,39.289149619565215,74.39021155000003,16642.87870652174,27.548840579710145,9.249746376811594
2024,12,45.45964734782609,96.60484815000002,17349.853695652175,28.692536231884056,10.392536231884057
2024,13,51.57039270652174,117.87366150000003,17935.101923913044,29.4475,11.147499999999999
2024,14,57.798125663043486,131.03860675000004,18375.600760869565,29.949275362318843,11.649275362318841
2024,15,65.32321526086956,146.79381070000002,18719.361,30.289855072463766,11.989855072463767
2024,16,74.33630910869564,168.59272510000002,18935.1345,30.339021739130434,12.039021739130433
2024,17,79.65181505434782,181.75218020000003,18980.696826086958,30.012065217391307,11.712065217391304
2024,18,70.83796408695652,147.23199655000005,18747.228989130435,29.438079710144926,11.138079710144927
2024,19,60.364360597826085,120.51287470000001,18273.07166304348,28.625942028985506,10.325942028985507
2024,20,48.47253744565217,78.2298056,17690.346217391303,27.35503623188406,9.055036231884058
2024,21,42.778522315217394,61.48282470000001,16968.332108695653,26.004347826086956,7.706340579710144
2024,22,33.10413443478261,45.13377295000001,15945.785402173913,25.06322463768116,6.784601449275362
2024,23,28.730019793478263,36.9896774,14929.192336956523,24.398731884057973,6.145833333333333
2025,0,33.47150442045454,51.48646614999998,15147.050420454545,23.022556818181815,4.8809848484848475
2025,1,29.59129790804598,40.0291965,14538.397022988505,22.638984674329503,4.5506704980842905
2025,2,25.58121095402299,33.5126986,14095.51463218391,22.239463601532567,4.219061302681991
2025,3,23.90078733333333,30.9155026,13832.435436781609,21.866724137931033,3.912988505747126
2025,4,23.94496955172414,31.122599400000002,13785.758517241378,21.624329501915707,3.7184865900383133
2025,5,26.4991176091954,35.4253406,14003.097517241378,21.359233716475096,3.5062643678160916
2025,6,30.05451432183908,40.2707872,14375.15188505747,21.195785440613026,3.3907088122605358
2025,7,30.924930482758622,43.006851600000005,14888.187298850575,21.54463601532567,3.674521072796934
2025,8,32.413741655172416,44.8832722,15521.949022988505,22.807950191570878,4.7204022988505745
2025,9,38.50244520689655,60.9257242,16226.183379310343,24.240000000000002,6.021513409961686
2025,10,45.048890747126435,77.0597146,16982.662827586206,25.56005747126437,7.290134099616857
2025,11,57.67381647126437,130.02036540000003,17715.78391954023,26.72111111111111,8.429157088122604
2025,12,71.7689937816092,172.48559970000008,18358.742988505746,27.66603448275862,9.36795019157088
2025,13,87.36582562068965,230.90263550000003,18918.129701149424,28.35614942528736,10.058256704980842
2025,14,97.06814686206896,273.317883,19318.1315862069,28.77036398467433,10.470363984674329
2025,15,110.66532304597702,346.7975456000001,19617.405505747127,28.942203065134102,10.642203065134098
2025,16,122.47790931034483,401.3849083,19814.29901149425,28.928467432950193,10.628467432950192
2025,17,130.1430486781609,418.89190240000005,19869.398816091954,28.557413793103446,10.257413793103447
2025,18,123.1552709770115,389.3313898,19651.581896551725,28.00494252873563,9.704942528735632
2025,19,118.11137610344828,358.8762760000001,19240.234459770116,27.264501915708813,8.964501915708812
2025,20,85.97184955172415,214.03090390000008,18710.122068965517,26.112260536398466,7.813218390804597
2025,21,63.14704518390805,119.35458240000001,18026.845770114942,24.982011494252873,6.696379310344827
2025,22,49.28967751724139,80.42383050000001,17028.359896551723,24.179214559386974,5.91867816091954
2025,23,38.775199839080464,62.20576960000001,16020.049701149426,23.58528735632184,5.355823754789271
